,inner_loss,inner_loss_b,inner_loss_f
1030,[0.00854949 0.00837745 0.00821486 0.00806097 0.00791508 0.00777656],"[5.26482532e-05 5.04080693e-05 4.84634266e-05 4.67811989e-05
 4.53315640e-05 4.40883834e-05]",[0.008023   0.00787337 0.00773023 0.00759316 0.00746176 0.00733568]
1031,[0.00597686 0.0058733  0.00577486 0.00568113 0.00559175 0.00550636],"[4.45307850e-05 4.19690796e-05 3.96570672e-05 3.75706822e-05
 3.56880342e-05 3.39894041e-05]",[0.00553155 0.00545361 0.00537829 0.00530543 0.00523487 0.00516647]
1032,[0.00518654 0.00510711 0.00503083 0.00495751 0.00488696 0.004819  ],"[5.84357244e-05 5.50576705e-05 5.19222524e-05 4.90113326e-05
 4.63087577e-05 4.37985473e-05]",[0.00460218 0.00455653 0.00451161 0.0044674  0.00442387 0.00438102]
1033,[0.0070461  0.00695475 0.00686638 0.00678082 0.00669791 0.00661752],"[5.83432053e-05 5.51640887e-05 5.22010562e-05 4.94396102e-05
 4.68656004e-05 4.44657421e-05]",[0.00646267 0.00640311 0.00634437 0.00628643 0.00622926 0.00617286]
1034,[0.00481132 0.00471039 0.00461459 0.00452354 0.0044369  0.00435437],"[5.47673179e-05 5.11841523e-05 4.79187763e-05 4.49429839e-05
 4.22318110e-05 3.97626491e-05]",[0.00426365 0.00419854 0.0041354  0.00407411 0.00401458 0.00395674]
1035,[0.00990698 0.00967745 0.0094629  0.00926183 0.00907288 0.00889489],"[6.43594452e-05 6.13676101e-05 5.88194759e-05 5.66551596e-05
 5.48225585e-05 5.32760039e-05]",[0.00926338 0.00906378 0.00887471 0.00869528 0.00852465 0.00836213]
1036,[0.01041857 0.0101151  0.00983632 0.00957961 0.00934263 0.00912336],"[8.46568292e-05 7.93188736e-05 7.48155935e-05 7.10359307e-05
 6.78829607e-05 6.52721783e-05]",[0.009572   0.00932191 0.00908816 0.00886925 0.0086638  0.00847064]
1037,[0.00920139 0.00907596 0.00895634 0.00884206 0.00873272 0.00862797],"[4.29739722e-05 4.03749694e-05 3.80621808e-05 3.60069513e-05
 3.41844325e-05 3.25716751e-05]",[0.00877165 0.00867221 0.00857571 0.00848199 0.00839088 0.00830225]
1038,[0.00663916 0.00653328 0.00643299 0.00633784 0.00624738 0.00616126],"[4.31140525e-05 4.07224805e-05 3.85818882e-05 3.66664315e-05
 3.49530366e-05 3.34213272e-05]",[0.00620802 0.00612606 0.00604717 0.00597117 0.00589785 0.00582704]
1039,[0.0097072  0.00947051 0.00925074 0.00904618 0.0088553  0.00867675],"[4.61121309e-05 4.36157201e-05 4.16202238e-05 4.00544379e-05
 3.88572190e-05 3.79750111e-05]",[0.00924608 0.00903435 0.00883454 0.00864563 0.00846673 0.008297  ]
1040,[0.01381781 0.01359842 0.01338986 0.01319117 0.01300144 0.01281993],"[3.70934329e-05 3.56320564e-05 3.44525158e-05 3.35173781e-05
 3.27934236e-05 3.22517028e-05]",[0.01344687 0.0132421  0.01304534 0.01285599 0.01267351 0.01249741]
1041,[0.01144741 0.01110626 0.01079326 0.01050547 0.01024024 0.00999527],"[4.97917660e-05 4.80850267e-05 4.70579826e-05 4.66022840e-05
 4.66229972e-05 4.70379855e-05]",[0.01094949 0.01062541 0.01032268 0.01003944 0.00977401 0.00952489]
1042,[0.01335544 0.01296267 0.0126007  0.01226644 0.01195714 0.01167033],"[4.20129790e-05 4.15063617e-05 4.15881109e-05 4.21564978e-05
 4.31236086e-05 4.44126861e-05]",[0.01293531 0.01254761 0.01218482 0.01184488 0.0115259  0.0112262 ]
1043,[0.00376881 0.00371668 0.0036665  0.00361814 0.00357151 0.00352649],"[4.02646015e-05 3.79234083e-05 3.57403542e-05 3.37039256e-05
 3.18044486e-05 3.00320458e-05]",[0.00336617 0.00333744 0.00330909 0.0032811  0.00325346 0.00322617]
1044,[0.00538569 0.00532917 0.00527428 0.0052209  0.00516897 0.00511842],"[3.34487642e-05 3.16848987e-05 3.00373117e-05 2.84983251e-05
 2.70605709e-05 2.57175640e-05]",[0.0050512  0.00501233 0.0049739  0.00493592 0.00489837 0.00486124]
1045,[0.00720174 0.00702784 0.00686452 0.0067108  0.00656581 0.00642876],"[4.03259874e-05 3.88381561e-05 3.75995687e-05 3.65759468e-05
 3.57383813e-05 3.50607367e-05]",[0.00679848 0.00663946 0.00648853 0.00634504 0.00620843 0.00607816]
1046,[0.01180642 0.01153852 0.01129009 0.01105897 0.01084331 0.01064149],"[3.67118291e-05 3.45541696e-05 3.29342444e-05 3.17695202e-05
 3.09889551e-05 3.05313107e-05]",[0.01143931 0.01119298 0.01096074 0.01074127 0.01053343 0.01033618]
1047,[0.01002945 0.00981409 0.00961245 0.00942326 0.00924536 0.00907774],"[5.87000639e-05 5.65837638e-05 5.48332238e-05 5.34000721e-05
 5.22408716e-05 5.13182471e-05]",[0.00944244 0.00924825 0.00906412 0.00888926 0.00872295 0.00856456]
1048,[0.00702326 0.00691489 0.00681085 0.00671087 0.0066147  0.0065221 ],"[6.27482207e-05 5.88058084e-05 5.51740609e-05 5.18293879e-05
 4.87494837e-05 4.59135372e-05]",[0.00639578 0.00632683 0.00625911 0.00619258 0.00612721 0.00606296]
1049,[0.00698959 0.00690185 0.00681699 0.00673486 0.00665529 0.00657813],"[4.90351052e-05 4.63929021e-05 4.39430164e-05 4.16713591e-05
 3.95644405e-05 3.76105513e-05]",[0.00649924 0.00643792 0.00637756 0.00631814 0.00625964 0.00620202]
1050,[0.00639578 0.00629175 0.00619252 0.00609773 0.00600706 0.00592021],"[4.68531462e-05 4.42316476e-05 4.18562545e-05 3.97046330e-05
 3.77562616e-05 3.59925355e-05]",[0.00592725 0.00584943 0.00577395 0.00570068 0.0056295  0.00556028]
1051,[0.00557861 0.00549825 0.00542123 0.0053473  0.00527625 0.0052079 ],"[4.74957341e-05 4.42476658e-05 4.12580386e-05 3.85062949e-05
 3.59734144e-05 3.36419317e-05]",[0.00510365 0.00505578 0.00500865 0.00496223 0.00491652 0.00487148]
1052,[0.00683437 0.00672135 0.00661364 0.0065109  0.00641274 0.00631885],"[5.14780805e-05 4.82602227e-05 4.53341106e-05 4.26744249e-05
 4.02574620e-05 3.80618785e-05]",[0.00631959 0.00623874 0.0061603  0.00608415 0.00601016 0.00593823]
1053,[0.00957599 0.00944713 0.00932387 0.00920581 0.00909257 0.00898378],"[5.88302340e-05 5.51154773e-05 5.17317568e-05 4.86510438e-05
 4.58459950e-05 4.32927961e-05]",[0.00898769 0.00889598 0.00880655 0.0087193  0.00863411 0.00855086]
1054,[0.01200064 0.01166874 0.01136138 0.011076   0.01081038 0.01056252],"[5.92058883e-05 5.54859459e-05 5.25000359e-05 5.01438996e-05
 4.83276113e-05 4.69726565e-05]",[0.01140858 0.01111388 0.01083638 0.01057457 0.01032711 0.0100928 ]
1055,[0.00712867 0.00701852 0.00691356 0.00681338 0.00671758 0.00662585],"[3.39244882e-05 3.21354345e-05 3.05477855e-05 2.91400230e-05
 2.78934779e-05 2.67916594e-05]",[0.00678943 0.00669717 0.00660809 0.00652198 0.00643865 0.00635794]
1056,[0.01599772 0.01568645 0.01539539 0.01512248 0.0148659  0.01462404],"[5.38893603e-05 5.07159383e-05 4.81539419e-05 4.61169362e-05
 4.45306759e-05 4.33294287e-05]",[0.01545882 0.01517929 0.01491385 0.01466131 0.0144206  0.01419074]
1057,[0.01507326 0.01473602 0.01442076 0.01412535 0.01384793 0.01358681],"[5.87879938e-05 5.59440863e-05 5.36967324e-05 5.19639956e-05
 5.06743241e-05 4.97648410e-05]",[0.01448538 0.01417658 0.01388379 0.01360571 0.01334118 0.01308916]
1058,[0.00846469 0.00826078 0.00806988 0.0078908  0.00772252 0.00756408],"[4.75496685e-05 4.56493873e-05 4.40631393e-05 4.27495733e-05
 4.16730121e-05 4.08020327e-05]",[0.00798919 0.00780428 0.00762924 0.00746331 0.00730579 0.00715606]
1059,[0.01038268 0.01023425 0.01009199 0.0099555  0.00982434 0.00969816],"[5.66814720e-05 5.29433447e-05 4.95613975e-05 4.65040157e-05
 4.37417787e-05 4.12483378e-05]",[0.00981586 0.00970481 0.00959638 0.00949046 0.00938692 0.00928568]
1060,[0.0089034  0.00873544 0.00857603 0.00842452 0.00828029 0.0081428 ],"[7.22747627e-05 6.75557585e-05 6.32956298e-05 5.94506135e-05
 5.59829548e-05 5.28559970e-05]",[0.00818066 0.00805988 0.00794308 0.00783001 0.00772046 0.00761424]
1061,[0.00695636 0.00686305 0.00677362 0.00668782 0.0066054  0.00652612],"[6.00902902e-05 5.63033295e-05 5.28061060e-05 4.95761003e-05
 4.65923493e-05 4.38353164e-05]",[0.00635545 0.00630001 0.00624556 0.00619206 0.00613947 0.00608777]
1062,[0.00442582 0.00437541 0.00432651 0.00427904 0.00423293 0.0041881 ],"[3.97442959e-05 3.78656221e-05 3.61011922e-05 3.44436844e-05
 3.28869130e-05 3.14237834e-05]",[0.00402838 0.00399676 0.0039655  0.0039346  0.00390406 0.00387387]
1063,[0.00647172 0.00637772 0.00628726 0.00620011 0.00611608 0.00603497],"[5.21427648e-05 4.92609515e-05 4.66063442e-05 4.41612599e-05
 4.19095819e-05 3.98360764e-05]",[0.00595029 0.00588511 0.0058212  0.0057585  0.00569698 0.0056366 ]
1064,[0.00362783 0.00355567 0.00348682 0.00342104 0.00335816 0.00329797],"[5.79598720e-05 5.42767794e-05 5.08609707e-05 4.76926523e-05
 4.47533378e-05 4.20262761e-05]",[0.00304823 0.00301291 0.00297821 0.00294412 0.00291063 0.00287771]
1065,[0.00421465 0.00413433 0.00405779 0.00398475 0.00391501 0.00384833],"[6.33304403e-05 5.92817174e-05 5.55359330e-05 5.20699801e-05
 4.88622220e-05 4.58933551e-05]",[0.00358135 0.00354151 0.00350243 0.00346405 0.00342638 0.00338939]
1066,[0.00734764 0.00712317 0.00691803 0.00672995 0.00655693 0.00639725],"[3.92321310e-05 3.69333192e-05 3.51631758e-05 3.38364564e-05
 3.28801039e-05 3.22317579e-05]",[0.00695532 0.00675384 0.0065664  0.00639158 0.00622812 0.00607493]
1067,[0.00486374 0.00476455 0.00467121 0.0045832  0.00450005 0.00442134],"[3.19230391e-05 3.07872130e-05 2.98211652e-05 2.90029586e-05
 2.83138596e-05 2.77364877e-05]",[0.00454451 0.00445668 0.004373   0.00429317 0.00421691 0.00414398]
1068,[0.00502116 0.00494775 0.00487705 0.00480889 0.00474311 0.0046796 ],"[3.75314716e-05 3.55780703e-05 3.37837599e-05 3.21357151e-05
 3.06228409e-05 2.92343561e-05]",[0.00464585 0.00459197 0.00453921 0.00448753 0.00443689 0.00438725]
1069,[0.01365064 0.01345227 0.01326083 0.01307584 0.01289687 0.01272351],"[6.13716971e-05 5.73096170e-05 5.36198005e-05 5.02691802e-05
 4.72284798e-05 4.44700472e-05]",[0.01303692 0.01287918 0.01272463 0.01257315 0.01242458 0.01227881]
1070,[0.00429378 0.00423974 0.00418775 0.00413768 0.00408942 0.00404286],"[4.25745193e-05 4.00307730e-05 3.76603794e-05 3.54511190e-05
 3.33917269e-05 3.14720894e-05]",[0.00386803 0.00383943 0.00381114 0.00378317 0.0037555  0.00372813]
1071,[0.00918468 0.00887408 0.00859269 0.00833686 0.00810347 0.00788979],"[4.22874417e-05 4.00200263e-05 3.84603306e-05 3.74843927e-05
 3.69865266e-05 3.68785819e-05]",[0.0087618  0.00847388 0.00820809 0.00796202 0.0077336  0.007521  ]
1072,[0.00979825 0.0095604  0.00933929 0.00913312 0.00894035 0.00875958],"[5.61003995e-05 5.32849401e-05 5.08920693e-05 4.88637298e-05
 4.71511782e-05 4.57107149e-05]",[0.00923725 0.00902755 0.00883037 0.00864448 0.00846883 0.00830247]
1073,[0.00850119 0.00826299 0.00804243 0.00783771 0.00764723 0.0074696 ],"[4.42594744e-05 4.30890183e-05 4.23075039e-05 4.18521249e-05
 4.16690908e-05 4.17109450e-05]",[0.0080586  0.0078321  0.00761936 0.00741919 0.00723054 0.00705249]
1074,[0.00601632 0.00594472 0.00587539 0.0058082  0.00574304 0.00567979],"[4.15999570e-05 3.93648980e-05 3.72869665e-05 3.53553585e-05
 3.35601103e-05 3.18914173e-05]",[0.00560032 0.00555107 0.00550252 0.00545465 0.00540744 0.00536087]
1075,[0.00631159 0.00622204 0.00613614 0.00605362 0.00597428 0.00589791],"[6.49283232e-05 6.09718303e-05 5.73116348e-05 5.39246775e-05
 5.07906760e-05 4.78909222e-05]",[0.0056623  0.00561232 0.00556302 0.00551438 0.00546638 0.005419  ]
1076,[0.00660384 0.00646406 0.00633231 0.00620787 0.0060901  0.00597841],"[3.53209039e-05 3.36845837e-05 3.22955672e-05 3.11225512e-05
 3.01386491e-05 2.93198007e-05]",[0.00625063 0.00612722 0.00600935 0.00589665 0.00578871 0.00568521]
1077,[0.01075666 0.01063598 0.01051899 0.01040546 0.01029519 0.01018796],"[4.83777393e-05 4.52172333e-05 4.23194238e-05 3.96636083e-05
 3.72302911e-05 3.50023252e-05]",[0.01027289 0.01018381 0.01009579 0.01000883 0.00992289 0.00983794]
1078,[0.00483917 0.00476059 0.00468523 0.00461289 0.00454337 0.00447648],"[4.71354400e-05 4.40857270e-05 4.12718491e-05 3.86753726e-05
 3.62792683e-05 3.40680138e-05]",[0.00436782 0.00431974 0.00427252 0.00422614 0.00418057 0.0041358 ]
1079,[0.01088318 0.01076538 0.01065179 0.01054209 0.01043603 0.01033334],"[5.14080429e-05 4.79638021e-05 4.48181962e-05 4.19451527e-05
 3.93211766e-05 3.69259900e-05]",[0.0103691  0.01028574 0.0102036  0.01012264 0.01004281 0.00996408]
1080,[0.00443493 0.00437025 0.00430863 0.00424984 0.00419368 0.00413995],"[4.67523472e-05 4.38398729e-05 4.11570786e-05 3.86849126e-05
 3.64058237e-05 3.43039747e-05]",[0.00396741 0.00393185 0.00389706 0.00386299 0.00382962 0.00379691]
1081,[0.00667279 0.0065666  0.00646432 0.00636573 0.0062706  0.00617873],"[6.27124818e-05 5.89748977e-05 5.55142721e-05 5.23100495e-05
 4.93432004e-05 4.65953749e-05]",[0.00604567 0.00597686 0.00590918 0.00584263 0.00577717 0.00571277]
1082,[0.00787305 0.00775126 0.00763485 0.00752343 0.00741666 0.00731422],"[6.57928043e-05 6.22987431e-05 5.90919222e-05 5.61474733e-05
 5.34435916e-05 5.09600601e-05]",[0.00721513 0.00712827 0.00704393 0.00696195 0.00688222 0.00680462]
1083,[0.00460377 0.0045438  0.00448592 0.00443001 0.00437596 0.00432367],"[3.99281523e-05 3.79823448e-05 3.61669830e-05 3.44730165e-05
 3.28918842e-05 3.14158098e-05]",[0.00420449 0.00416397 0.00412425 0.00408528 0.00404705 0.00400951]
1084,[0.01082639 0.01055969 0.01031025 0.01007646 0.00985693 0.00965034],"[7.99710342e-05 7.60110181e-05 7.26333165e-05 6.97659074e-05
 6.73448386e-05 6.53141349e-05]",[0.01002668 0.00979958 0.00958391 0.0093788  0.00918348 0.0089972 ]
1085,[0.00432494 0.00424803 0.00417449 0.00410407 0.00403656 0.00397176],"[5.09525144e-05 4.79390230e-05 4.51533818e-05 4.25781240e-05
 4.01962477e-05 3.79928301e-05]",[0.00381542 0.00376864 0.00372295 0.00367829 0.0036346  0.00359183]
1086,[0.00639679 0.00631756 0.00624071 0.0061661  0.0060936  0.00602311],"[3.41450481e-05 3.22073006e-05 3.04206166e-05 2.87734995e-05
 2.72554398e-05 2.58566249e-05]",[0.00605534 0.00599549 0.0059365  0.00587836 0.00582105 0.00576454]
1087,[0.00287293 0.0028327  0.00279403 0.00275682 0.00272098 0.00268643],"[3.53970399e-05 3.35198846e-05 3.17688214e-05 3.01352806e-05
 2.86107239e-05 2.71876865e-05]",[0.00251896 0.0024975  0.00247634 0.00245547 0.00243487 0.00241455]
1088,[0.00818193 0.00806876 0.00796044 0.00785662 0.00775692 0.00766105],"[4.52692861e-05 4.26455730e-05 4.02734262e-05 3.81281375e-05
 3.61881459e-05 3.44337521e-05]",[0.00772924 0.0076423  0.00755771 0.00747533 0.00739504 0.00731671]
1089,[0.00632935 0.00621442 0.00610492 0.00600047 0.0059007  0.00580531],"[6.79661692e-05 6.40975399e-05 6.05528259e-05 5.73043934e-05
 5.43265480e-05 5.15971436e-05]",[0.00564968 0.00557344 0.00549939 0.00542742 0.00535744 0.00528934]
1090,[0.00418341 0.00410167 0.00402394 0.00394994 0.00387941 0.00381213],"[6.58261295e-05 6.14499000e-05 5.74053755e-05 5.36673933e-05
 5.02115155e-05 4.70167521e-05]",[0.00352515 0.00348717 0.00344988 0.00341326 0.0033773  0.00334196]
1091,[0.00469548 0.0046314  0.00456966 0.0045101  0.00445261 0.00439705],"[3.90146234e-05 3.69583827e-05 3.50570721e-05 3.32985303e-05
 3.16717762e-05 3.01669437e-05]",[0.00430534 0.00426182 0.00421909 0.00417712 0.0041359  0.00409538]
1092,[0.00374852 0.00368757 0.00362919 0.00357321 0.00351948 0.00346785],"[4.94147776e-05 4.65196271e-05 4.38304429e-05 4.13327745e-05
 3.90125054e-05 3.68563790e-05]",[0.00325437 0.00322238 0.00319088 0.00315988 0.00312935 0.00309929]
1093,[0.00765898 0.00754062 0.00742729 0.00731867 0.00721442 0.00711424],"[5.51639951e-05 5.19846301e-05 4.90915444e-05 4.64607991e-05
 4.40692553e-05 4.18965116e-05]",[0.00710734 0.00702077 0.00693638 0.00685406 0.00677372 0.00669528]
1094,[0.00751644 0.00739405 0.00727689 0.0071646  0.00705682 0.00695326],"[4.69513492e-05 4.44294559e-05 4.21548930e-05 4.01050324e-05
 3.82584438e-05 3.65964884e-05]",[0.00704693 0.00694976 0.00685534 0.00676355 0.00667424 0.00658729]
1095,[0.00959366 0.00946542 0.0093416  0.0092219  0.00910605 0.0089938 ],"[6.83689109e-05 6.41000297e-05 6.01562148e-05 5.65116243e-05
 5.31435727e-05 5.00311574e-05]",[0.00890997 0.00882442 0.00874004 0.00865679 0.00857461 0.00849349]
1096,[0.01126878 0.01111297 0.01096348 0.01081982 0.01068153 0.01054819],"[4.00683805e-05 3.79304780e-05 3.60263213e-05 3.43314718e-05
 3.28246457e-05 3.14860044e-05]",[0.01086809 0.01073366 0.01060322 0.01047651 0.01035328 0.01023333]
1097,[0.00606661 0.00599028 0.00591684 0.00584609 0.00577787 0.00571202],"[5.29931742e-05 4.99479160e-05 4.71260816e-05 4.45104590e-05
 4.20862283e-05 3.98392106e-05]",[0.00553668 0.0054908  0.00544558 0.00540099 0.005357   0.00531363]
1098,[0.00365322 0.00360391 0.00355638 0.00351054 0.00346629 0.00342352],"[3.60449920e-05 3.40685019e-05 3.22277291e-05 3.05134946e-05
 2.89169993e-05 2.74300631e-05]",[0.00329277 0.00326322 0.0032341  0.00320541 0.00317712 0.00314922]
1099,[0.00905709 0.00887409 0.00870262 0.00854167 0.00839029 0.00824766],"[5.04666018e-05 4.87397451e-05 4.73110177e-05 4.61414343e-05
 4.51965716e-05 4.44463595e-05]",[0.00855243 0.00838669 0.00822951 0.00808025 0.00793833 0.00780319]
1100,[0.00682015 0.00676076 0.00670326 0.00664753 0.00659347 0.00654097],"[3.66519705e-05 3.47374850e-05 3.29636553e-05 3.13204217e-05
 2.97984074e-05 2.83889463e-05]",[0.00645363 0.00641338 0.00637362 0.00633432 0.00629548 0.00625708]
1101,[0.0099561  0.00970755 0.00947685 0.00926219 0.00906197 0.00887476],"[4.46653745e-05 4.38006847e-05 4.32935621e-05 4.30838796e-05
 4.31213366e-05 4.33616822e-05]",[0.00950945 0.00926955 0.00904391 0.00883135 0.00863075 0.00844114]
1102,[0.00272352 0.00268306 0.00264417 0.00260673 0.00257067 0.00253591],"[3.07389804e-05 2.90846798e-05 2.75435946e-05 2.61076652e-05
 2.47692174e-05 2.35215890e-05]",[0.00241613 0.00239222 0.00236873 0.00234566 0.00232298 0.0023007 ]
1103,[0.00434604 0.00427373 0.00420418 0.00413723 0.00407271 0.00401048],"[5.00697382e-05 4.74160142e-05 4.49479068e-05 4.26521403e-05
 4.05155830e-05 3.85271043e-05]",[0.00384534 0.00379957 0.0037547  0.00371071 0.00366755 0.00362521]
1104,[0.01108273 0.01096883 0.01085874 0.01075222 0.01064904 0.01054899],"[5.31751689e-05 4.98620038e-05 4.68226916e-05 4.40352140e-05
 4.14802454e-05 3.91394728e-05]",[0.01055097 0.01047021 0.01039051 0.01031187 0.01023424 0.0101576 ]
1105,[0.003682   0.0036214  0.00356348 0.00350806 0.00345497 0.00340407],"[4.47102466e-05 4.20928525e-05 3.96744615e-05 3.74391072e-05
 3.53734394e-05 3.34640312e-05]",[0.0032349  0.00320047 0.00316674 0.00313367 0.00310124 0.00306943]
1106,[0.00547043 0.00536172 0.0052587  0.00516091 0.00506793 0.00497935],"[4.58886555e-05 4.36081365e-05 4.15504194e-05 3.96927848e-05
 3.80137890e-05 3.64946232e-05]",[0.00501155 0.00492564 0.0048432  0.00476399 0.00468779 0.00461441]
1107,[0.01108518 0.01095603 0.01083285 0.01071505 0.01060213 0.01049362],"[6.01642922e-05 5.79551825e-05 5.59148811e-05 5.40267073e-05
 5.22753219e-05 5.06469087e-05]",[0.01048353 0.01037648 0.0102737  0.01017479 0.01007938 0.00998715]
1108,[0.01655277 0.01596629 0.0154369  0.01495768 0.01452258 0.01412634],"[5.92213767e-05 5.72558057e-05 5.65163326e-05 5.67745366e-05
 5.78378703e-05 5.95428672e-05]",[0.01596055 0.01539373 0.01487174 0.01438994 0.0139442  0.01353091]
1109,[0.0083134  0.00815535 0.00800789 0.00786997 0.00774066 0.00761913],"[5.08344002e-05 4.94893577e-05 4.83920367e-05 4.75065968e-05
 4.68011592e-05 4.62487449e-05]",[0.00780505 0.00766046 0.00752397 0.0073949  0.00727265 0.00715665]
1110,[0.00669469 0.00656304 0.00643844 0.00632029 0.00620809 0.00610135],"[5.59093034e-05 5.25047497e-05 4.94296967e-05 4.66523632e-05
 4.41441020e-05 4.18788786e-05]",[0.00613559 0.00603799 0.00594414 0.00585377 0.00576665 0.00568256]
1111,[0.00845722 0.00835289 0.00825198 0.00815426 0.00805953 0.00796761],"[4.63679347e-05 4.35220771e-05 4.09071418e-05 3.85041875e-05
 3.62962044e-05 3.42678241e-05]",[0.00799354 0.00791767 0.0078429  0.00776921 0.00769657 0.00762493]
1112,[0.00758807 0.00746572 0.00734965 0.00723937 0.00713445 0.00703446],"[6.78295257e-05 6.31853219e-05 5.89590335e-05 5.51133324e-05
 5.16141130e-05 4.84310279e-05]",[0.00690978 0.00683387 0.00676006 0.00668824 0.00661831 0.00655015]
1113,[0.00709699 0.00701807 0.00694164 0.00686753 0.00679563 0.0067258 ],"[4.39616432e-05 4.16186685e-05 3.94456895e-05 3.74297750e-05
 3.55603213e-05 3.38266366e-05]",[0.00665738 0.00660189 0.00654718 0.00649323 0.00644002 0.00638753]
1114,[0.00437423 0.00430171 0.00423217 0.0041654  0.00410124 0.00403951],"[4.54578815e-05 4.30050593e-05 4.07374129e-05 3.86405011e-05
 3.67007565e-05 3.49061685e-05]",[0.00391965 0.00387166 0.00382479 0.003779   0.00373423 0.00369045]
1115,[0.00918281 0.00897828 0.0087863  0.00860571 0.00843551 0.00827477],"[6.72370120e-05 6.36007166e-05 6.04282686e-05 5.76649021e-05
 5.52627041e-05 5.31786476e-05]",[0.00851044 0.00834227 0.00818202 0.00802907 0.00788289 0.00774298]
1116,[0.0122531  0.01194546 0.01166288 0.01140239 0.01116145 0.01093783],"[3.55482613e-05 3.39053327e-05 3.28575858e-05 3.23021935e-05
 3.21517444e-05 3.23318667e-05]",[0.01189761 0.01160641 0.01133431 0.01107937 0.01083993 0.01061451]
1117,[0.00631195 0.00617847 0.006052   0.00593197 0.00581792 0.00570936],"[5.32899105e-05 5.09651633e-05 4.88783815e-05 4.70046562e-05
 4.53227274e-05 4.38120930e-05]",[0.00577905 0.00566881 0.00556321 0.00546193 0.00536469 0.00527123]
1118,[0.00687301 0.00677826 0.00668768 0.00660097 0.00651787 0.00643813],"[4.22098510e-05 3.95830670e-05 3.71994855e-05 3.50373580e-05
 3.30771305e-05 3.13009560e-05]",[0.00645091 0.00638243 0.00631568 0.0062506  0.0061871  0.00612512]
1119,[0.00949373 0.00938852 0.00928619 0.00918658 0.00908951 0.00899487],"[3.43694243e-05 3.25477916e-05 3.08726843e-05 2.93329364e-05
 2.79177002e-05 2.66175847e-05]",[0.00915004 0.00906305 0.00897747 0.00889325 0.00881034 0.0087287 ]
1120,[0.01146687 0.01129406 0.01113141 0.01097794 0.01083282 0.01069527],"[5.18394657e-05 4.90468747e-05 4.66357201e-05 4.45601289e-05
 4.27808411e-05 4.12616172e-05]",[0.01094848 0.0108036  0.01066505 0.01053234 0.01040501 0.01028266]
1121,[0.01383274 0.01370614 0.01358227 0.01346096 0.01334207 0.0132255 ],"[3.93631420e-05 3.72981874e-05 3.53946692e-05 3.36402472e-05
 3.20235171e-05 3.05341862e-05]",[0.01343911 0.01333316 0.01322832 0.01312456 0.01302184 0.01292016]
1122,[0.00671751 0.00660044 0.00648907 0.00638302 0.00628189 0.00618535],"[7.63704948e-05 7.09538131e-05 6.59883177e-05 6.14378607e-05
 5.72683098e-05 5.34483034e-05]",[0.0059538  0.0058909  0.00582919 0.00576864 0.00570921 0.00565087]
1123,[0.00659148 0.00652002 0.00645116 0.00638474 0.00632061 0.00625864],"[4.79117696e-05 4.52064935e-05 4.27007633e-05 4.03790440e-05
 3.82287218e-05 3.62367701e-05]",[0.00611236 0.00606795 0.00602415 0.00598095 0.00593833 0.00589627]
1124,[0.00442947 0.00436042 0.00429412 0.00423041 0.00416911 0.00411007],"[3.87107339e-05 3.66490352e-05 3.47449310e-05 3.29862771e-05
 3.13618876e-05 2.98610589e-05]",[0.00404236 0.00399393 0.00394668 0.00390055 0.00385549 0.00381146]
1125,[0.01253388 0.01240165 0.01227337 0.01214881 0.01202774 0.01190998],"[5.43518279e-05 5.12253702e-05 4.83441437e-05 4.56891963e-05
 4.32428820e-05 4.09895203e-05]",[0.01199036 0.0118894  0.01178993 0.01169192 0.01159531 0.01150008]
1126,[0.00854315 0.00836653 0.00820185 0.00804784 0.00790344 0.00776767],"[4.45271246e-05 4.18765129e-05 3.96374184e-05 3.77548167e-05
 3.61809063e-05 3.48735925e-05]",[0.00809788 0.00794777 0.00780547 0.00767029 0.00754163 0.00741893]
1127,[0.00454588 0.0044569  0.00437223 0.00429158 0.00421466 0.00414122],"[6.15166746e-05 5.79716314e-05 5.47005650e-05 5.16814938e-05
 4.88945171e-05 4.63209654e-05]",[0.00393072 0.00387719 0.00382523 0.00377477 0.00372572 0.00367801]
1128,[0.00937016 0.00921268 0.0090624  0.00891875 0.00878124 0.00864938],"[5.82546789e-05 5.50464565e-05 5.21464267e-05 4.95244539e-05
 4.71545188e-05 4.50122735e-05]",[0.00878762 0.00866222 0.00854094 0.00842351 0.00830969 0.00819926]
1129,[0.01065326 0.01053013 0.01041185 0.01029804 0.01018837 0.01008253],"[6.63007222e-05 6.19764236e-05 5.80161107e-05 5.43880068e-05
 5.10632554e-05 4.80161948e-05]",[0.00999025 0.00991037 0.00983169 0.00975416 0.00967774 0.00960237]
1130,[0.00773554 0.00760667 0.00748337 0.00736526 0.00725194 0.00714307],"[5.25219849e-05 4.95190901e-05 4.67976489e-05 4.43318121e-05
 4.20973126e-05 4.00731372e-05]",[0.00721032 0.00711148 0.00701539 0.00692194 0.00683096 0.00674234]
1131,[0.00595705 0.00586191 0.0057706  0.00568288 0.0055985  0.00551725],"[4.82857947e-05 4.53402950e-05 4.26282776e-05 4.01313623e-05
 3.78316371e-05 3.57135874e-05]",[0.00547419 0.00540851 0.00534432 0.00528156 0.00522018 0.00516012]
