,inner_loss,inner_loss_b,inner_loss_f
3709,[37.59804018 28.10630534  4.20126617  2.643581    2.17329463  1.94210146],[2.66651789 2.69069423 0.38673171 0.24166928 0.19671641 0.17432806],[10.93286121  1.19936319  0.33394907  0.22688819  0.20613051  0.19882088]
3710,[36.2889327  27.19872041  3.96913211  2.49015154  2.13566498  1.94070022],[2.55188488 2.5398053  0.37605181 0.23146818 0.197478   0.17816054],[10.77008397  1.80066744  0.20861395  0.17546977  0.16088495  0.15909476]
3711,[38.18360429 28.15932856  4.73282246  3.0052878   2.46599734  2.23204851],[2.63919155 2.66808512 0.44233165 0.27648315 0.22398966 0.20128838],[11.79168868  1.47847752  0.30950589  0.2404563   0.22610072  0.21916477]
3712,[39.50703768 27.00410785  3.99191968  2.28574884  2.00946781  1.85170385],[2.62239363 2.52219515 0.36559051 0.21340661 0.1882422  0.17287387],[13.28310127  1.78215644  0.33601461  0.15168275  0.12704586  0.12296518]
3713,[35.42085108 27.99584915  3.80373438  2.21821786  1.80945854  1.59559793],[2.69478543 2.5858808  0.35316972 0.19858422 0.1604321  0.13999116],[8.4729968  2.13704137 0.27203715 0.23237569 0.20513756 0.19568628]
3714,[34.43607783 28.81334071  4.66508093  2.67446625  2.23323269  2.03064336],[2.60121554 2.73471999 0.4366789  0.23777165 0.19860877 0.17893503],[8.42392225 1.46614073 0.29829198 0.29674978 0.24714498 0.24129303]
3715,[42.75201163 21.98296646  4.03165384  2.31128749  2.04809251  1.86647826],[2.99586004 2.07990257 0.3742191  0.20573175 0.18200498 0.16459575],[12.79341133  1.18394069  0.2894628   0.25396996  0.22804274  0.22052077]
3716,[34.76247977 28.63234087  4.07511793  2.20787988  1.86016591  1.68561141],[2.48128091 2.66960677 0.3666522  0.19826713 0.16430912 0.14905923],[9.94967051 1.93627309 0.40859589 0.22520855 0.21707475 0.19501905]
3717,[35.90409682 29.98023173  3.28538163  1.59568814  1.30022746  1.15639964],[2.6165262  2.816047   0.29508698 0.1421538  0.11408895 0.09988522],[9.73883503 1.81976221 0.33451186 0.17415014 0.15933794 0.15754749]
3718,[38.05929612 21.49372677  4.13088736  2.35935671  1.95559521  1.78461416],[2.89490991 2.02481879 0.38502896 0.21211205 0.17506822 0.15850513],[9.11019701 1.24553872 0.28059772 0.23823619 0.20491298 0.19956288]
3719,[33.90871376 26.10805144  5.0732999   2.91586407  2.432076    2.21332523],[2.54554531 2.487863   0.46712633 0.26065038 0.2181181  0.19680156],[8.45326077 1.22942134 0.40203655 0.30936032 0.25089496 0.24530965]
3720,[39.79069733 25.7883425   4.04989863  2.1389931   1.78081451  1.63787142],[2.61684499 2.41846078 0.366901   0.1900889  0.1562332  0.14316236],[13.62224756  1.60373463  0.3808886   0.23810408  0.21848253  0.20624782]
3721,[42.42947243 21.64191744  3.79216226  2.62202674  2.2764549   2.09367273],[2.82174541 2.06004994 0.35755636 0.24013424 0.20780772 0.18991157],[14.21201829  1.04141808  0.21659869  0.22068439  0.19837766  0.19455704]
3722,[37.48572421 22.14561483  4.11068536  2.32989431  1.94546532  1.76221357],[2.65607282 2.0141941  0.3883278  0.21119159 0.17641477 0.15811396],[10.92499588  2.00367387  0.22740736  0.21797842  0.18131759  0.18107398]
3723,[38.0749791  24.89793934  4.29601531  2.54044718  2.13413042  1.91182841],[2.64548972 2.37175615 0.40251482 0.22829146 0.19179051 0.16991048],[11.62008188  1.18037775  0.27086716  0.25753264  0.21622528  0.21272367]
3724,[31.86193411 27.27207569  4.79583504  2.14714985  1.77130186  1.55601198],[2.34498497 2.51824878 0.45183446 0.19370251 0.16067947 0.14069138],[8.41208454 2.08958787 0.27749051 0.21012473 0.16450719 0.14909816]
3725,[35.26219511 24.00201506  3.39178014  1.9112769   1.63251373  1.49143036],[2.71686489 2.13782632 0.30997395 0.1693244  0.14223655 0.1289642 ],[8.09354632 2.62375182 0.29204069 0.21803287 0.21014818 0.20178836]
3726,[41.02672941 22.9069172   4.37525483  3.1981255   2.84767849  2.66741664],[2.70212395 2.17531684 0.41019143 0.29439423 0.260525   0.24378355],[14.00548958  1.15374862  0.27334048  0.25418322  0.24242854  0.22958111]
3727,[34.85637646 25.99706528  4.44467679  2.65901706  2.27169198  2.0956813 ],[2.40149609 2.38419795 0.41459005 0.23699355 0.20370066 0.18638814],[10.84141573  2.15508598  0.29877627  0.2890816   0.23468539  0.23179988]
3728,[39.71089785 19.80029201  4.25925363  2.55021459  2.16765215  2.01654401],[2.74889451 1.79605524 0.39913579 0.22454188 0.19453858 0.18106428],[12.22195268  1.83973964  0.26789577  0.3047958   0.22226638  0.20590112]
3729,[39.15799293 21.660141    4.18588961  2.62657277  2.27988782  2.12857176],[2.71553016 1.96068869 0.39591656 0.23997575 0.20586196 0.19379436],[12.00269117  2.05325415  0.22672404  0.22681524  0.2212682   0.19062815]
3730,[38.13895299 20.96582879  4.04391207  2.26948675  1.929816    1.77732854],[2.69171216 1.92497379 0.37480067 0.20501363 0.17181436 0.15796308],[11.22183124  1.71609094  0.29590542  0.21935042  0.21167242  0.19769769]
3731,[37.56817485 21.89990164  3.96303373  2.43279774  2.07116537  1.90220777],[2.64715743 2.0419237  0.37142119 0.21640619 0.18639497 0.17009612],[11.09660059  1.48066473  0.24882183  0.26873581  0.20721563  0.20124652]
3732,[39.00314284 22.14057428  3.85420719  2.21486828  1.91219963  1.72318219],[2.70222829 2.07457959 0.36358571 0.20259675 0.17232922 0.15549252],[11.98085994  1.39477846  0.21835007  0.18890077  0.18890739  0.16825696]
3733,[34.36437103 22.77456515  4.97443612  2.28893068  1.87070991  1.71253387],[2.55054004 2.17469145 0.47171879 0.20049217 0.16439527 0.14965778],[8.85897071 1.02765063 0.25724821 0.28400896 0.22675719 0.21595608]
3734,[37.53207931 21.46214496  3.53975344  2.18481003  1.89894738  1.75990513],[2.61408163 1.93394713 0.33572396 0.20000305 0.17518853 0.16194206],[11.39126325  2.1226736   0.1825138   0.18477952  0.14706213  0.14048448]
3735,[35.83259064 22.56578426  4.47561291  2.40386561  2.01797679  1.84614067],[2.53503789 2.07339464 0.42949733 0.21936136 0.18573229 0.16879694],[10.48221181  1.83183797  0.18063955  0.21025202  0.16065389  0.15817125]
3736,[39.18546345 21.20399394  4.11192716  2.48388756  2.16192329  1.99313057],[2.68615317 1.97827036 0.38292337 0.22420963 0.19284924 0.17704474],[12.32393192  1.42129039  0.28269345  0.24179125  0.23343089  0.22268319]
3737,[35.89148121 21.35512926  4.34733603  2.44316303  2.09053211  1.92422768],[2.55658484 1.99880105 0.41172039 0.22567266 0.19145313 0.17504658],[10.32563268  1.36711871  0.23013215  0.18643643  0.1760008   0.17376192]
3738,[35.65221603 21.28395255  3.65881054  2.21869427  1.8914915   1.75435664],[2.59993711 1.95422835 0.34565255 0.20340046 0.17187659 0.15913685],[9.652845   1.74166905 0.20228499 0.18468965 0.17272563 0.16298809]
3739,[37.56949131 22.07163328  5.31127883  2.97024931  2.50263958  2.28767261],[2.47962851 2.08318227 0.4947437  0.26889093 0.2288762  0.2090367 ],[12.77320613  1.23981056  0.36384172  0.28133998  0.21387761  0.19730565]
3740,[34.68068489 19.15019112  4.57723682  2.2756179   1.80668918  1.62960265],[2.69915079 1.76399598 0.43288059 0.20546664 0.16181694 0.14495922],[7.68917701 1.5102314  0.24843095 0.22095149 0.18851973 0.18001041]
3741,[38.58903436 17.12700875  3.7182733   2.46760982  2.19409168  2.08206168],[2.70311734 1.58472383 0.34983809 0.22963781 0.20222779 0.19182525],[11.55786088  1.2797704   0.21989238  0.17123176  0.1718138   0.16380921]
3742,[34.08000263 22.37099036  5.18086792  2.54778629  2.07814114  1.88106686],[2.34738196 2.05633825 0.49115312 0.2342805  0.18912062 0.17109767],[10.60618308  1.80760781  0.26933672  0.20498133  0.18693495  0.1700901 ]
3743,[34.63303442 22.45287615  5.54414492  2.86924928  2.31038815  2.14343291],[2.42578103 2.11848189 0.52252083 0.26141983 0.20893775 0.19310829],[10.37522432  1.26805726  0.31893661  0.25505095  0.2210106   0.21234999]
3744,[37.58294128 19.88548925  4.97345684  2.51591295  2.06522145  1.91441125],[2.53695263 1.86332321 0.4724805  0.23289135 0.18799195 0.17371568],[12.21341487  1.25225714  0.24865186  0.18699944  0.18530199  0.17725445]
3745,[31.35053002 19.4158449   5.63138741  2.8207386   2.32315627  2.15633667],[2.31827282 1.80725218 0.53401914 0.25745323 0.20859928 0.19440363],[8.16780166 1.3433233  0.29119603 0.24620628 0.23716343 0.21230038]
3746,[35.53984879 18.78092229  4.4702578   2.30693496  1.91880578  1.73528194],[2.53971242 1.72588837 0.42289503 0.20755098 0.17038415 0.15306058],[10.14272451  1.52203858  0.24130752  0.23142517  0.21496427  0.20467616]
3747,[34.10191398 21.6027732   4.77012322  2.58128787  2.16637532  1.9864938 ],[2.4248769  2.00404643 0.44766618 0.23073835 0.19105813 0.17513751],[9.85314502 1.56230888 0.29346148 0.27390434 0.25579406 0.23511864]
3748,[36.16148764 18.35416253  5.4151142   2.72847247  2.2822845   2.07211262],[2.45986483 1.6512194  0.511766   0.24671012 0.20674717 0.18706818],[11.56283939  1.84196848  0.29745414  0.26137126  0.21481281  0.20143077]
3749,[31.00999412 21.38273099  5.1145023   2.66181377  2.22097196  2.04635109],[2.16164022 1.95597516 0.49096631 0.24901309 0.20671171 0.19019195],[9.39359166 1.82297941 0.20483917 0.1716829  0.15385479 0.14443157]
3750,[34.70699775 17.0344201   4.03203547  2.59360404  2.15209722  1.95027914],[2.55097245 1.54023203 0.37854656 0.23640524 0.19268923 0.17320415],[9.19727351 1.63209987 0.24656985 0.22955168 0.22520488 0.21823769]
3751,[34.40471238 19.50721633  4.24865094  2.76248614  2.29957456  2.08122841],[2.48663493 1.76664788 0.4005977  0.25306314 0.20832493 0.18683843],[9.53836315 1.8407373  0.24267395 0.23185476 0.21632526 0.21284415]
3752,[34.62927242 17.55071689  4.57303699  2.26608997  1.93951263  1.81309625],[2.47161514 1.61867537 0.43208028 0.20418941 0.17417306 0.16283539],[9.91312116 1.36396334 0.25223423 0.22419588 0.19778204 0.1847423 ]
3753,[31.60442483 18.2895971   4.71878771  2.07278308  1.59788684  1.400981  ],[2.50324467 1.69411064 0.43917242 0.17669766 0.13499392 0.11525925],[6.57197856 1.34849066 0.32706354 0.30580644 0.24794758 0.24838849]
3754,[34.73341436 16.54663989  4.83319932  2.36724841  1.99610236  1.84722403],[2.48840874 1.57266082 0.45384447 0.21185016 0.17398353 0.16321812],[9.8493271  0.82003136 0.29475469 0.24874679 0.25626703 0.21504288]
3755,[36.52828608 16.59902328  4.41927862  2.45469296  2.04025182  1.85333529],[2.44563569 1.53076605 0.41173794 0.22107662 0.17905644 0.16343273],[12.07192921  1.29136301  0.30189922  0.2439268   0.24968747  0.21900794]
3756,[31.63865819 18.19486421  4.68156917  2.52716772  2.09015904  1.94166864],[2.31658553 1.65276577 0.44253816 0.23016722 0.1870231  0.17279497],[8.472803   1.66720667 0.25618762 0.22549552 0.21992806 0.2137189 ]
3757,[32.26219171 17.33600151  6.36320354  2.80014545  2.27144571  2.07563888],[2.30280511 1.62214464 0.60838745 0.25186771 0.20616779 0.18801167],[9.23414054 1.11455518 0.27932907 0.28146832 0.20976778 0.1955222 ]
3758,[33.19222109 16.40057059  4.68259613  2.23434285  1.81790944  1.63966673],[2.42095414 1.54856629 0.43942258 0.20084301 0.15950042 0.1429066 ],[8.98267954 0.91490782 0.28837036 0.22591276 0.22290524 0.21060073]
3759,[30.3258103  19.36610182  5.26663049  2.3224928   1.95554136  1.83932626],[2.12119697 1.77314523 0.50222119 0.21232918 0.17714951 0.16560838],[9.11384049 1.63464956 0.24441858 0.19920099 0.18404627 0.18324245]
3760,[29.28287506 20.50653016  5.76847974  2.6556119   2.17022988  1.98125753],[2.13448034 1.92222381 0.54012746 0.23892938 0.19090122 0.17602699],[7.93807179 1.28429206 0.36720519 0.26631805 0.26121765 0.22098759]
3761,[28.96523626 19.54934796  5.40814754  2.37357428  1.79477626  1.5853583 ],[2.23037875 1.83540029 0.52113283 0.21959057 0.16330175 0.14289499],[6.66144868 1.19534512 0.19681926 0.17766856 0.16175875 0.15640836]
3762,[36.41826941 15.49983091  4.71941077  2.46622628  2.11105051  1.94786234],[2.39603598 1.43116684 0.44582642 0.22435803 0.19037822 0.17518444],[12.45790957  1.18816243  0.26114666  0.22264597  0.20726832  0.19601799]
3763,[31.03405958 18.33886049  5.35342393  2.61088212  2.20655402  2.04263455],[2.18144553 1.72214167 0.51736135 0.2408646  0.2036403  0.18866381],[9.21960429 1.11744372 0.17981038 0.20223611 0.17015099 0.15599644]
3764,[33.54989126 16.17968327  5.08158064  2.36053478  1.98268858  1.87294898],[2.36519852 1.49702828 0.48113255 0.2128339  0.17755793 0.16748214],[9.89790599 1.20940051 0.27025523 0.23219582 0.20710925 0.19812753]
3765,[29.4446428  15.36698672  4.79196303  1.95436125  1.46519077  1.26790117],[2.22566729 1.4300959  0.45534209 0.17582813 0.1280111  0.11023568],[7.18796972 1.06602772 0.23854212 0.19608    0.18507981 0.16554433]
3766,[34.3963273  16.09721211  4.79585757  2.84064921  2.41664528  2.20360217],[2.36986989 1.52853375 0.45315152 0.2621804  0.22023381 0.20146368],[10.69762856  0.81187459  0.26434242  0.21884517  0.21430722  0.18896534]
3767,[28.80804596 17.72296837  5.93820215  2.45963674  1.97405443  1.81007752],[2.1101674  1.6438309  0.56966244 0.22498107 0.17638296 0.16061207],[7.70637193 1.28465938 0.24157773 0.20982605 0.21022483 0.20395683]
3768,[31.51953831 15.89313349  4.78674452  1.94232449  1.60129962  1.45575822],[2.24036927 1.49754225 0.4567597  0.17941528 0.14494217 0.13196868],[9.11584565 0.91771101 0.2191475  0.14817168 0.15187792 0.13607143]
3769,[28.40951325 18.63989068  5.64520141  2.3686041   1.84600008  1.73759411],[2.08716136 1.76724    0.53426771 0.21072732 0.159582   0.1498235 ],[7.53789981 0.96749061 0.30252425 0.26133095 0.25018011 0.23935907]
3770,[28.02607717 15.27790482  4.8928897   2.20089028  1.8392734   1.73009996],[2.12318114 1.37977587 0.45698229 0.19406762 0.15813229 0.14720321],[6.79426551 1.48014627 0.32306684 0.26021406 0.25795045 0.25806787]
3771,[31.95493224 14.67923746  5.17096357  2.74697109  2.3232616   2.18169725],[2.27015398 1.36909952 0.48976584 0.24912456 0.20795738 0.19480879],[9.25339272 0.98824233 0.27330516 0.25572545 0.24368784 0.23360935]
3772,[30.67290597 16.04665417  5.5718772   3.00005018  2.44384942  2.22392915],[2.15995725 1.51290403 0.53257752 0.27649351 0.22351369 0.20138848],[9.07333357 0.91761379 0.24610195 0.23511503 0.20871256 0.21004434]
3773,[25.9708017  19.05008964  5.71080771  1.82045285  1.3451385   1.12309996],[1.9487997  1.81146    0.54305142 0.16021178 0.11623668 0.09606221],[6.48280461 0.93548963 0.28029348 0.21833503 0.18277171 0.16247784]
3774,[32.00781659 15.79878369  5.51901522  2.81895721  2.44088462  2.28029406],[2.14681511 1.46998395 0.52129701 0.25693078 0.21848459 0.20479079],[10.53966571  1.09894422  0.30604513  0.2496494   0.2560387   0.23238613]
3775,[30.04044079 14.50007513  4.89312696  2.46475039  2.01940426  1.73150431],[2.12638875 1.33506175 0.45874178 0.22610292 0.18221719 0.15400863],[8.77655318 1.14945759 0.30570913 0.20372116 0.19723231 0.19141801]
3776,[28.92874802 15.04545895  5.74161711  2.78237161  2.21074065  2.01663137],[2.14944601 1.40834495 0.54466652 0.25444984 0.20018155 0.18183432],[7.43428782 0.96200957 0.29495186 0.2378732  0.20892512 0.19828814]
3777,[26.83355279 19.86103937  6.1157807   2.71607417  2.34957035  2.10201125],[1.77945565 1.85921066 0.58309205 0.2469495  0.21014616 0.18885951],[9.03899622 1.26893278 0.28486022 0.24657916 0.24810878 0.21341621]
3778,[27.97134345 14.09448728  4.60927084  2.02066702  1.54365418  1.36168888],[2.12765343 1.31286031 0.42971228 0.17227518 0.12866511 0.1109582 ],[6.69480901 0.96588413 0.31214798 0.2979152  0.25700307 0.25210687]
3779,[29.89304111 14.21221     4.9866642   2.25978498  1.81980941  1.67009898],[2.21920036 1.35357232 0.4732056  0.20652126 0.16316394 0.14881958],[7.70103738 0.67648674 0.25460818 0.19457243 0.18817001 0.18190321]
3780,[29.22953917 15.90952934  5.919791    3.02640418  2.42922735  2.26085066],[2.0168698  1.50133848 0.56341024 0.27645128 0.2173072  0.20230364],[9.0608411  0.89614452 0.28568867 0.26189143 0.25615536 0.23781424]
3781,[26.6442993  15.43680263  5.66022301  1.97531664  1.57550584  1.36956257],[1.94994766 1.42785011 0.54092889 0.17600609 0.13670963 0.11793065],[7.14482288 1.15830166 0.25093411 0.21525573 0.20840956 0.19025608]
3782,[26.45528617 15.19969199  5.7401261   2.19545482  1.68565304  1.55634368],[1.98703264 1.44423345 0.54859183 0.20047118 0.14841806 0.13748633],[6.58495974 0.75735741 0.25420779 0.19074301 0.20147252 0.18148033]
3783,[27.28825522 14.6177262   5.09855307  2.08497185  1.66937729  1.53292142],[2.01351665 1.37985226 0.48850212 0.18108456 0.14669531 0.13622068],[7.15308876 0.81920342 0.2135319  0.27412623 0.20242424 0.17071462]
3784,[29.19679674 13.70351973  6.0637354   2.78059489  2.19795819  2.02770369],[2.11378572 1.2852745  0.57180125 0.25430121 0.19710501 0.18217402],[8.05893965 0.85077471 0.34572285 0.23758282 0.2269081  0.20596345]
3785,[23.09346008 15.66465621  6.32901923  2.11418439  1.47388488  1.26064975],[1.79388274 1.48419277 0.60366313 0.19030869 0.12832175 0.10796496],[5.15463286 0.82272855 0.29238794 0.21109747 0.19066739 0.18100016]
3786,[26.87838378 12.83892826  5.22786147  2.28866503  1.66074359  1.46037228],[2.02586459 1.20048692 0.49800971 0.20966696 0.14886775 0.13091954],[6.61973798 0.83405904 0.24776435 0.19199542 0.17206612 0.15117689]
3787,[25.71499705 14.08940263  6.12910119  2.39830711  1.77913288  1.5434899 ],[1.92251796 1.33147656 0.58402902 0.21943131 0.15941486 0.13768502],[6.48981745 0.77463702 0.28881105 0.20399394 0.18498433 0.16663971]
3788,[25.45203331 13.77791535  6.49259112  2.48840857  1.80176814  1.60396048],[1.85927181 1.2973016  0.62434464 0.23028176 0.1633277  0.14415864],[6.85931533 0.80489939 0.24914477 0.18559092 0.16849117 0.16237411]
3789,[27.47194184 14.08840519  5.40434404  2.96519166  2.29666041  2.14814038],[2.05990729 1.32646814 0.50701965 0.26822055 0.20312829 0.1902632 ],[6.87286885 0.82372372 0.3341475  0.28298622 0.26537754 0.24550837]
3790,[24.65757285 13.91064639  5.74674631  2.44258936  1.82260633  1.60737999],[1.86990332 1.32573718 0.55028858 0.2198992  0.16073094 0.14155591],[5.95853955 0.65327464 0.24386053 0.24359741 0.21529695 0.19182086]
3791,[24.44332855 11.62546134  6.81536393  2.77668571  2.0673049   1.86924259],[1.80779082 1.0709006  0.65672088 0.25801597 0.18593215 0.16787055],[6.36542036 0.91645544 0.24815509 0.19652598 0.20798339 0.19053712]
3792,[25.02566765 14.00792799  5.94273672  2.49466965  1.88521714  1.65043254],[1.90634439 1.32580576 0.56638577 0.22738751 0.16597719 0.14454316],[5.96222376 0.74987039 0.278879   0.22079455 0.22544523 0.20500091]
3793,[27.99398869 11.17782155  4.61090512  2.36244604  1.80531503  1.64733753],[2.0944162  1.04493914 0.43366324 0.21478018 0.15779227 0.14341541],[7.04982665 0.72843013 0.27427267 0.21464426 0.22739232 0.21318345]
