,inner_loss,inner_loss_b,inner_loss_f
2701,[48.5371252  30.97737925 30.33173168  7.32201426  2.78123564  1.88051636],[4.76806037 3.06184826 3.00844442 0.70592488 0.25863371 0.16823308],[0.85652173 0.35889683 0.24728763 0.26276545 0.19489856 0.19818555]
2702,[47.9181053  33.52493051 25.76019093  5.82492989  2.4903338   1.78268023],[4.71398144 3.31147873 2.54511559 0.55391341 0.22710279 0.15572451],[0.77829099 0.41014317 0.30903505 0.28579571 0.21930592 0.2254351 ]
2703,[49.54503834 33.74338696 29.81062038  7.05516307  2.70870499  2.04485405],[4.87929719 3.33787835 2.95614815 0.6771229  0.25067558 0.18405518],[0.75206645 0.36460342 0.24913907 0.28393412 0.20194923 0.20430228]
2704,[52.40183608 33.24577238 32.24724338  7.98710188  4.08823595  3.27667416],[5.16384686 3.27652526 3.19662635 0.7678037  0.38520789 0.30527801],[0.76336685 0.48051984 0.28097992 0.30906492 0.23615699 0.22389402]
2705,[49.24124785 34.92976468 33.97949424  8.56658672  3.5252573   2.48452536],[4.83891029 3.44888331 3.36705007 0.81931384 0.32696509 0.2222182 ],[0.85214514 0.44093158 0.30899381 0.37344839 0.2556064  0.26234335]
2706,[46.99602571 32.10967927 29.89468067  7.32194373  3.17170479  2.23973488],[4.61630606 3.17065876 2.96278712 0.70188156 0.29731935 0.20425704],[0.83296519 0.40309148 0.26680951 0.30312817 0.1985113  0.19716444]
2707,[45.35240282 32.71611644 33.49286251  8.33877898  3.66710171  2.88555206],[4.42543507 3.23104501 3.32587484 0.8058607  0.34524459 0.26686732],[1.09805214 0.40566659 0.2341141  0.28017194 0.2146558  0.2168788 ]
2708,[51.04619567 36.37334942 28.17090778  6.09059796  2.22571942  1.76639952],[5.03210655 3.58979224 2.78630486 0.57580355 0.19702493 0.15063767],[0.72513021 0.47542694 0.30785908 0.33256247 0.25547009 0.26002284]
2709,[49.01309405 33.06033174 30.08399242  7.75250643  2.96972809  1.99398211],[4.81939694 3.26436524 2.98110139 0.74590486 0.27495624 0.1772845 ],[0.81912468 0.41667929 0.2729784  0.29345794 0.22016569 0.22113715]
2710,[49.57586583 33.55138783 31.35586933  7.04305984  2.60248311  1.9722732 ],[4.8871275  3.31356071 3.11017521 0.67290544 0.2399286  0.17708363],[0.70459068 0.41578067 0.25411714 0.31400537 0.20319714 0.20143689]
2711,[46.56526133 33.26802154 32.62907356  7.52900943  3.77130175  3.01258631],[4.5684515  3.28719811 3.23985401 0.72773329 0.35782201 0.28170505],[0.88074645 0.39604048 0.23053357 0.25167658 0.19308168 0.19553577]
2712,[46.35491452 30.78207676 31.7610175   7.67263623  3.30856736  2.28450145],[4.56251087 3.04249675 3.15150552 0.73825882 0.31338886 0.21064382],[0.72980575 0.35710946 0.2459622  0.29004803 0.17467879 0.17806328]
2713,[45.7173771  33.04169511 28.23811188  7.21144005  2.93747844  2.16817173],[4.4876526  3.26196375 2.79500871 0.68954457 0.27001583 0.19279142],[0.84085095 0.42205764 0.28802465 0.31599425 0.23732015 0.24025751]
2714,[51.54427046 35.134342   31.02034968  6.91150119  3.1199898   2.5039969 ],[5.08981227 3.47194956 3.07684177 0.65984232 0.29082486 0.22882641],[0.64614746 0.41484599 0.25193207 0.31307791 0.21174119 0.21573283]
2715,[50.74993085 34.78441288 30.19503028  7.71153417  3.31672413  2.28605559],[4.99755721 3.43668474 2.99479461 0.73755255 0.30736973 0.20369758],[0.7743582  0.41756553 0.24708434 0.33600868 0.24302683 0.24907982]
2716,[47.85757986 36.28263263 28.58948495  7.39385062  3.14571745  2.22121104],[4.71057052 3.57644602 2.82886905 0.70834133 0.29105007 0.19882671],[0.75187451 0.51817251 0.30079436 0.31043724 0.23521669 0.23294395]
2717,[46.558531   33.02023857 28.64589773  6.84293372  2.98235843  2.05944308],[4.57530624 3.25994963 2.84040575 0.66129302 0.28011033 0.18859523],[0.80546845 0.4207425  0.24184027 0.23000351 0.18125511 0.17349084]
2718,[47.41746504 34.12669392 32.30885272  7.42635679  3.12497134  2.406078  ],[4.65491139 3.37362058 3.20666868 0.71509223 0.29249758 0.22001964],[0.86835129 0.39048813 0.24216579 0.27543456 0.19999548 0.20588163]
2719,[47.21532721 32.9602479  27.48294582  6.43449223  3.10056556  1.81324695],[4.63585441 3.25757357 2.72642674 0.6192866  0.29345082 0.16474467],[0.85678308 0.38451223 0.21867842 0.24162624 0.16605734 0.16580021]
2720,[51.62332853 37.30384302 33.71059367  7.84043256  3.49256591  2.82433616],[5.1023276  3.68887712 3.34341372 0.75000575 0.32619901 0.25778273],[0.60005232 0.41507183 0.27645648 0.34037506 0.23057581 0.24650881]
2721,[49.13418591 35.10894391 30.37367137  7.69292002  4.08360138  3.07144197],[4.82326308 3.46814102 3.00912368 0.73727258 0.38441824 0.28299811],[0.90155493 0.4275334  0.28243444 0.32019418 0.23941894 0.24146089]
2722,[42.98897469 33.70613553 29.39462028  6.50884117  3.01364579  2.19086345],[4.18929964 3.33162753 2.92074087 0.62824515 0.28383046 0.20060612],[1.09597832 0.38986033 0.1872117  0.22638966 0.17534116 0.18480225]
2723,[49.23965977 31.13399256 29.06164896  7.68147207  3.66398035  2.84506812],[4.80130877 3.08175091 2.88229633 0.74344056 0.34799098 0.26719772],[1.22657189 0.31648348 0.2386857  0.24706653 0.18407059 0.1730909 ]
2724,[45.80345865 32.67100379 30.31573693  8.69252394  3.74661316  2.19501024],[4.47635769 3.22995733 3.00541862 0.84009295 0.35540012 0.19993139],[1.03988159 0.37143043 0.26155087 0.29159447 0.19261197 0.19569636]
2725,[48.55688107 35.74536126 30.94710301  6.94385062  3.28005523  3.00465941],[4.74172384 3.52709594 3.07059082 0.66101341 0.30621491 0.27851529],[1.13964265 0.47440168 0.24119454 0.33371643 0.21790617 0.21950657]
2726,[43.53486845 32.62723607 31.56818047  7.6565414   3.72728992  2.58532717],[4.25187852 3.22906464 3.13631252 0.74458366 0.35858411 0.24399123],[1.01608324 0.33658966 0.20505521 0.21070486 0.14144885 0.14541486]
2727,[50.99941901 35.7336294  30.27579233  7.66736507  3.27988558  2.34621598],[5.02396112 3.53344041 3.00233636 0.73725405 0.30667618 0.21338917],[0.75980798 0.39922522 0.25242897 0.29482466 0.21312377 0.21232428]
2728,[44.19966905 31.71487782 28.75462225  7.25141527  3.62818176  2.33001927],[4.30669163 3.13488931 2.84817127 0.70065382 0.34353771 0.21303766],[1.13275247 0.36598487 0.27290941 0.24487706 0.19280471 0.19964266]
2729,[47.39105059 32.74276654 27.80917946  6.32008553  2.8413319   1.92311427],[4.64538644 3.24217347 2.75367657 0.61181567 0.26935665 0.17793628],[0.93718616 0.32103183 0.2724138  0.20192882 0.14776538 0.1437514 ]
2730,[45.39764303 34.95833584 30.33010349  8.31533655  3.7598685   2.64027836],[4.45024669 3.4562213  3.00944774 0.80487638 0.35654223 0.24434768],[0.8951763  0.39612298 0.23562614 0.26657273 0.1944462  0.19680153]
2731,[46.96971741 33.68391677 28.35954496  6.66080285  2.88870006  1.98435155],[4.61915879 3.33180364 2.81144672 0.64050688 0.27059077 0.18084914],[0.77812947 0.36588025 0.24507786 0.25573416 0.18279239 0.17586014]
2732,[47.1699964  34.18663136 27.98365232  8.37055956  3.47066795  2.29098415],[4.61910853 3.37629386 2.76871981 0.80510675 0.3254094  0.20820019],[0.97891106 0.4236928  0.29645417 0.31949206 0.21657398 0.20898228]
2733,[47.8173641  34.605889   29.63181502  7.0304136   3.07328395  2.81905119],[4.69032991 3.41751667 2.94093425 0.67836322 0.28921328 0.26415429],[0.91406511 0.43072219 0.22247247 0.24678144 0.18115117 0.17750834]
2734,[45.6574554  33.66297884 29.16478302  8.75343134  4.38715441  2.81109111],[4.48254595 3.33141165 2.88994429 0.84640294 0.41887489 0.26077436],[0.83199581 0.34886258 0.26534028 0.28940186 0.19840551 0.20334746]
2735,[47.0518463  33.1954801  28.88021636  8.29702399  3.90989335  2.3841039 ],[4.61589592 3.27763454 2.86415086 0.79909818 0.37120853 0.21878042],[0.89288715 0.41913472 0.23870769 0.30604217 0.19780809 0.19629966]
2736,[43.8526429  30.55013015 25.35547048  7.97797604  4.29486198  2.22889786],[4.28006967 3.01893017 2.51005102 0.76901363 0.40981562 0.20419245],[1.0519462  0.36082864 0.25496033 0.28783978 0.19670576 0.18697337]
2737,[45.49600204 32.04250495 31.18239511  7.89102812  3.39627236  2.72181821],[4.44955996 3.16804601 3.09315531 0.76027012 0.32012366 0.25264346],[1.00040222 0.362045   0.25084205 0.28832685 0.19503571 0.19538357]
2738,[45.62232746 36.0656132  30.58691095  8.04800923  4.15974165  3.3204244 ],[4.4829608  3.56871251 3.02749386 0.77561488 0.39408064 0.30972843],[0.79271937 0.37848818 0.31197253 0.29186041 0.21893524 0.22314008]
2739,[46.27496555 37.25879998 25.63182699  7.2910909   3.72740651  2.58590627],[4.53309026 3.6846991  2.53540451 0.69859353 0.34874897 0.23472582],[0.94406248 0.41180887 0.27778187 0.30515561 0.23991686 0.23864806]
2740,[48.81154912 36.4823287  27.06067005  7.253806    3.08923827  2.08663814],[4.79106038 3.60720137 2.6768188  0.69667126 0.28651611 0.18679175],[0.90094522 0.41031514 0.29248216 0.28709337 0.22407714 0.21872061]
2741,[47.15563315 36.23631372 30.3783752   7.75220774  3.88949199  2.68076454],[4.62364813 3.58394058 3.01142811 0.74498763 0.36741802 0.24676526],[0.91915179 0.39690798 0.26409422 0.30233139 0.21531178 0.21311198]
2742,[47.25159551 33.72447371 28.97982839  8.86380296  4.36498227  3.12371188],[4.62940998 3.33758571 2.87355953 0.85738968 0.41643018 0.29235319],[0.95749603 0.34861657 0.24423312 0.28990614 0.20068051 0.20017995]
2743,[46.20488641 35.73680976 28.07030759  8.04285877  3.73542712  2.37021865],[4.52909232 3.53665968 2.78283834 0.778075   0.3569903  0.2205349 ],[0.91396329 0.37021303 0.24192426 0.26210861 0.16552415 0.16486961]
2744,[46.10539861 35.70678856 29.72531068  8.73327519  4.49573422  3.41312372],[4.51298662 3.53374971 2.94628912 0.84058091 0.42878098 0.32001816],[0.97553234 0.36929141 0.26241939 0.32746603 0.2079244  0.21294211]
2745,[47.32536033 35.43581875 31.39864132  9.70823749  5.26344628  3.58275507],[4.63754965 3.50308906 3.1124661  0.93798514 0.50458368 0.33704238],[0.94986391 0.40492812 0.27398034 0.32838611 0.21760954 0.21233122]
2746,[46.2211288  37.70886053 28.1002274   7.25333536  3.16264818  2.65373177],[4.54321587 3.73580773 2.78486716 0.69888915 0.29869656 0.24771826],[0.78896987 0.35078321 0.25155566 0.26444378 0.17568263 0.17654928]
2747,[49.37543678 34.62933846 28.60263067  8.01064045  4.52761203  3.65282408],[4.8123696  3.42333056 2.82745985 0.76817129 0.42896747 0.34132488],[1.25174108 0.3960328  0.32803201 0.32892748 0.23793737 0.23957528]
2748,[45.03194284 35.56537814 26.61089605  6.89825277  5.14631354  3.47056647],[4.37789849 3.51409559 2.63125005 0.66222389 0.4929342  0.32543503],[1.25295788 0.42442234 0.29839561 0.2760139  0.21697145 0.21621616]
2749,[45.70437982 34.48720468 26.51534605  8.11861078  5.15160135  3.22723646],[4.46652661 3.41139316 2.6191063  0.78266212 0.48988127 0.29812619],[1.03911363 0.37327302 0.32428313 0.29198958 0.25278868 0.24597457]
2750,[46.27134068 36.01462368 32.00568699  9.04976537  4.77314143  3.30078885],[4.52396454 3.56540219 3.1696502  0.87058893 0.4532126  0.30562822],[1.03169522 0.36060147 0.30918483 0.34387603 0.24101541 0.24450661]
2751,[45.34220357 34.92395444 26.24225458  7.87630896  3.11533662  2.26764724],[4.41626377 3.44786198 2.59569083 0.75878658 0.29067797 0.20557612],[1.17956609 0.44533489 0.28534618 0.28844316 0.20855695 0.21188604]
2752,[45.672982   37.30024932 25.68099941  7.9749828   4.07785583  2.67805559],[4.4536564  3.68848325 2.53229215 0.75988829 0.38116056 0.24123756],[1.13641821 0.41541709 0.35807797 0.37609992 0.26625023 0.26568003]
2753,[48.16909375 34.64767643 27.05746434  8.1056962   4.39162599  2.87596587],[4.70945091 3.42833333 2.67845447 0.77855297 0.41897102 0.26522597],[1.07458486 0.36434331 0.2729199  0.3201665  0.2019158  0.22370615]
2754,[45.10054613 32.90747424 26.3672866   8.82436475  3.88677001  3.00040064],[4.38551206 3.25305645 2.6117387  0.85241119 0.36821823 0.27874659],[1.24542566 0.37690969 0.24989954 0.30025291 0.20458768 0.21293476]
2755,[44.07098007 31.60101105 27.36151832  9.64353295  4.64317548  2.97817724],[4.26941783 3.12463549 2.70704341 0.93599644 0.44384003 0.27668527],[1.37680176 0.35465633 0.29108422 0.28356845 0.2047752  0.21132453]
2756,[48.05556404 35.82762709 28.21731069  8.88700289  4.43909444  3.09959534],[4.7073294  3.53796341 2.79432962 0.85653007 0.42127452 0.28612259],[0.98227015 0.44799302 0.27401465 0.32170223 0.22634927 0.23836942]
2757,[46.81387076 34.78681396 30.09022655  9.33539713  4.28393721  2.82834478],[4.57070308 3.44779913 2.98714868 0.90912338 0.41224429 0.26612891],[1.10683995 0.30882275 0.21873988 0.24416329 0.1614943  0.16705565]
2758,[48.09669996 37.10944988 26.34694146  6.96891726  3.22143091  2.21432187],[4.71326432 3.66352404 2.60578232 0.66539365 0.29995431 0.1994253 ],[0.9640566  0.47420942 0.28911809 0.31498076 0.22188782 0.22006887]
2759,[44.60099252 33.01279966 27.87733742  9.42668823  5.7862289   3.99330935],[4.34875249 3.26769829 2.76122311 0.91578918 0.56090118 0.38004746],[1.1134675  0.33581684 0.26510615 0.26879635 0.17721712 0.19283483]
2760,[43.87337633 34.63586721 28.22565511  8.61598661  4.56996352  3.19060824],[4.26999566 3.41923782 2.79003463 0.8287125  0.43196525 0.29467054],[1.17341985 0.44348904 0.32530869 0.32886175 0.25031099 0.24390281]
2761,[43.84288295 33.65732412 27.01236493  7.5539725   3.87833774  3.22919664],[4.27368559 3.32873895 2.67671687 0.72745798 0.3695332  0.30459914],[1.10602691 0.36993441 0.24519617 0.2793927  0.18300575 0.18320524]
2762,[46.72074364 34.56012486 24.55234577  7.61507584  4.60601642  3.28218695],[4.55864173 3.42193769 2.43096705 0.73735727 0.44464473 0.31144395],[1.13432632 0.34074799 0.24267531 0.24150316 0.15956905 0.16774743]
2763,[44.13317725 35.42146295 26.24547453  8.20313928  4.94448064  3.2003694 ],[4.28014795 3.4995195  2.59640012 0.78764992 0.47227073 0.29738293],[1.33169776 0.42626807 0.28147307 0.32664014 0.22177335 0.2265401 ]
2764,[46.1042438  36.90133418 27.51454437  7.51362481  3.77755571  2.68007367],[4.50209999 3.65176531 2.72059826 0.72476694 0.35809266 0.24769512],[1.08324383 0.38368108 0.30856183 0.26595542 0.19662908 0.20312248]
2765,[44.77151808 34.56348859 25.2645015   9.44278945  4.37164185  2.23058787],[4.36449382 3.41563897 2.50261261 0.91674461 0.42041714 0.20528805],[1.12657978 0.40709892 0.23837513 0.27534339 0.1674705  0.17770738]
2766,[47.96723747 38.05292601 26.95453866  7.87447901  3.99669889  2.62173553],[4.69452875 3.76590369 2.66453363 0.75774754 0.38070625 0.24232539],[1.02195014 0.39388934 0.30920251 0.29700364 0.1896364  0.19848166]
2767,[45.19869259 33.93250412 27.47400323  8.60973174  4.49156938  3.3584296 ],[4.39028655 3.35281524 2.71931464 0.83542852 0.42869718 0.31501543],[1.29582709 0.40435159 0.28085694 0.25544658 0.20459759 0.20827528]
2768,[45.55266098 38.0141555  27.28768393  7.82249342  3.21693963  3.61008998],[4.46471433 3.75842927 2.69936084 0.75139548 0.30210391 0.34122141],[0.90551769 0.42986265 0.29407563 0.30853862 0.19590052 0.19787589]
2769,[46.39257523 40.52087853 27.17710967  6.92808345  4.93664629  4.64173489],[4.53795361 4.00908071 2.67929805 0.66170787 0.47027975 0.4404627 ],[1.01303912 0.43007143 0.38412914 0.31100468 0.2338488  0.23710793]
2770,[45.4727991  37.47274366 29.73547795  8.44696335  4.36234257  3.15288883],[4.45094551 3.71190594 2.94575626 0.81890227 0.41822298 0.29599502],[0.96334368 0.35368419 0.27791544 0.25794064 0.18011278 0.19293864]
2771,[42.65373029 33.81237    29.10359889  8.51607361  4.77005401  3.29688869],[4.15500631 3.33480629 2.87804752 0.81296379 0.4511618  0.30295438],[1.1036673  0.46430716 0.32312396 0.38643579 0.25843606 0.26734485]
2772,[44.52990742 33.62843686 25.86384408  9.21187784  4.71063887  2.81526487],[4.32691118 3.3226346  2.55578219 0.89259439 0.44843689 0.25893896],[1.26079578 0.40209071 0.30602222 0.28593389 0.22626989 0.22587524]
2773,[44.91353899 37.96138858 27.84311141  9.23872126  5.24769834  3.03085262],[4.39322772 3.76117275 2.74768084 0.89065781 0.50118745 0.27837018],[0.98126177 0.3496609  0.36630291 0.33214312 0.23582384 0.24715085]
2774,[44.18023386 33.10776547 22.60954948  7.60858019  3.68284927  2.23009067],[4.29309952 3.2761714  2.22897105 0.73123401 0.34847005 0.20256017],[1.24923836 0.34605146 0.31983896 0.29624009 0.1981488  0.20448895]
2775,[46.68976038 35.17787003 29.46146203  7.85595772  5.08373456  3.34944554],[4.55970899 3.48173636 2.9188425  0.75548693 0.49066974 0.31637482],[1.09267044 0.36050653 0.27303705 0.30108833 0.17703724 0.18569735]
2776,[44.32505151 35.69853976 25.98990821  7.74747075  3.03710418  2.39757068],[4.29824663 3.53514152 2.57036651 0.74704598 0.28354188 0.2195921 ],[1.34258522 0.34712472 0.2862431  0.27701092 0.20168539 0.20164969]
2777,[46.39759801 36.8674198  26.99584415  8.02829645  4.5610859   3.01581838],[4.54781847 3.65343938 2.66527675 0.77671721 0.43717801 0.28271894],[0.91941312 0.33302609 0.3430765  0.26112435 0.18930588 0.18862899]
2778,[44.09702673 37.85421836 25.91905523  8.82869241  4.21554347  2.43243205],[4.30098409 3.75110814 2.56172815 0.85412829 0.40337681 0.22510863],[1.08718591 0.34313693 0.30177385 0.28740948 0.1817754  0.18134574]
2779,[43.85635288 34.4494587  29.41395877  9.5719482   5.39906836  4.1601063 ],[4.26066249 3.41078414 2.91386302 0.92398345 0.51773789 0.39239091],[1.24972807 0.34161728 0.27532859 0.33211382 0.22168943 0.23619718]
2780,[46.42322912 38.96639387 27.41721653  6.77924445  3.97515882  3.05566186],[4.53970777 3.86600787 2.71025974 0.65270519 0.38033047 0.28739445],[1.02615156 0.30631497 0.31461919 0.25219259 0.1718541  0.18171727]
2781,[46.12415421 38.32711104 29.16782892  7.58057254  3.98403752  3.38597073],[4.51325683 3.79549343 2.8934845  0.73431813 0.38207319 0.32136903],[0.99158554 0.37217686 0.232984   0.23739125 0.16330561 0.17228044]
2782,[42.45965551 36.07324139 25.76846373  8.42852289  6.00762671  4.12244544],[4.11793463 3.56962676 2.54391556 0.8144162  0.57741331 0.38845656],[1.28030919 0.37697376 0.32930798 0.28436095 0.23349357 0.23787985]
2783,[43.67992734 35.08895604 29.03533649  8.48040768  5.27730321  3.94823794],[4.25277158 3.47423829 2.87805894 0.81636467 0.50610821 0.37324395],[1.1522115  0.34657318 0.25474697 0.31676094 0.21622108 0.21579844]
2784,[42.18137159 34.46867653 25.18547393  7.77025621  5.59983986  2.95809665],[4.1002939  3.41670594 2.4982191  0.75638217 0.54598637 0.28153501],[1.17843262 0.30161714 0.20328292 0.20643451 0.13997616 0.14274658]
2785,[42.86199186 36.98443067 24.2553138   7.39450264  3.81638259  2.56766006],[4.16064124 3.66899789 2.39908235 0.71888774 0.36671467 0.24167208],[1.25557968 0.29445156 0.26449042 0.20562521 0.14923588 0.15093925]
2786,[44.52918213 37.9449626  27.23166181  8.23045179  5.11132812  3.8057948 ],[4.3173125  3.75452742 2.68415097 0.78960054 0.48683341 0.35610771],[1.35605717 0.39968849 0.39015221 0.33444637 0.24299397 0.24471776]
2787,[43.15229188 35.59960868 25.90165092  7.28069787  4.54535511  3.779997  ],[4.17969195 3.52103875 2.56321347 0.69769694 0.43519836 0.35678937],[1.35537243 0.38922114 0.26951615 0.30372843 0.19337149 0.21210325]
2788,[44.07195547 40.03319081 23.92234366  7.36638897  4.29304708  3.0607086 ],[4.29568201 3.96211278 2.35697799 0.70768874 0.40691171 0.2834695 ],[1.1151353  0.41206278 0.35256392 0.28950159 0.22392994 0.22601365]
2789,[42.489167   36.163031   27.53443424  9.42352169  5.23498968  3.30896567],[4.13198333 3.57979932 2.72376506 0.91162894 0.50269481 0.30958834],[1.16933382 0.36503797 0.29678387 0.30723232 0.20804158 0.21308226]
2790,[42.2405043  35.18039726 26.28210986  8.27674597  6.06651153  4.2446437 ],[4.08160704 3.4847517  2.59556649 0.79773436 0.58505908 0.40166851],[1.42443419 0.33288018 0.32644478 0.29940231 0.21592075 0.2279586 ]
2791,[41.05010358 34.14351811 27.46397637  8.29868289  5.91992433  3.9963442 ],[3.97219137 3.37976362 2.71804545 0.80561477 0.57241316 0.37947866],[1.32818992 0.34588191 0.28352181 0.24253513 0.19579275 0.20155754]
2792,[42.07528624 36.2939669  33.02316676 10.67468975  7.49654537  5.32125462],[4.07517795 3.58962603 3.27354726 1.03207377 0.7287158  0.50916956],[1.32350697 0.39770661 0.28769417 0.35395194 0.20938733 0.22955903]
2793,[42.54115178 37.8899399  23.87979495  7.81198568  3.9887552   3.01470403],[4.11378544 3.75410165 2.35706579 0.7537646  0.37920791 0.28097137],[1.40329724 0.34892336 0.30913707 0.27433964 0.19667608 0.20499027]
2794,[44.77775385 39.75366495 23.18093852  7.40785418  3.52459998  2.30571487],[4.3504361  3.94358201 2.29102092 0.71662576 0.3374654  0.21490196],[1.27339302 0.31784487 0.27072928 0.24159655 0.14994593 0.15669529]
2795,[42.40186808 37.61369621 26.30566021  7.44257782  4.52126764  4.15961181],[4.11530182 3.72776528 2.60511571 0.72068791 0.43671325 0.39995274],[1.24884975 0.33604358 0.25450305 0.23569871 0.15413513 0.16008448]
2796,[43.85622991 36.76876601 28.35744016  8.7357687   5.48848577  3.96027925],[4.23921667 3.64465783 2.81593226 0.84768651 0.53369763 0.37903966],[1.46406324 0.32218789 0.19811739 0.25890356 0.15150951 0.16988266]
2797,[43.83783861 38.9672751  26.53852905  7.00643888  4.38204212  3.47044713],[4.25971712 3.86368633 2.6222787  0.67672836 0.42245123 0.32986123],[1.24066728 0.33041161 0.31574205 0.23915524 0.15752975 0.17183478]
2798,[40.24441681 36.33474469 28.59499459  8.91099044  5.7952584   3.98155464],[3.89351874 3.59882812 2.81783453 0.85802716 0.55722321 0.3748152 ],[1.30922973 0.34646341 0.41664922 0.33071879 0.22302635 0.23340257]
2799,[40.84374337 36.51817034 28.76722284 10.17043605  7.47402241  4.46050802],[3.94140335 3.61776268 2.84204731 0.9859967  0.72660205 0.42339315],[1.42970984 0.34054369 0.34674981 0.31046909 0.20800191 0.22657653]
2800,[40.85101175 35.19866622 27.33108154  7.80908328  5.28099984  3.59912274],[3.9377274  3.48525084 2.70804445 0.75826898 0.5115187  0.34307517],[1.47373792 0.34615771 0.25063717 0.22639348 0.16581281 0.16837102]
2801,[41.76324944 39.21686155 24.62047148  7.93123618  5.43105737  4.18147645],[4.06605087 3.88773436 2.42681095 0.76844885 0.52383725 0.39925206],[1.10274118 0.33951774 0.35236211 0.24674774 0.19268483 0.18895577]
2802,[41.96699753 41.15351014 24.92226903  7.37426864  4.17043687  2.22036884],[4.07892255 4.08070972 2.45740487 0.70989053 0.3979449  0.20163774],[1.17777203 0.34641307 0.34822038 0.27536341 0.19098791 0.20399141]
2803,[39.35835495 34.8013266  27.45024088  9.37576009  5.22391446  3.97166375],[3.80116831 3.44323361 2.71682072 0.90535351 0.50193004 0.37523478],[1.34667168 0.3689905  0.28203359 0.32222489 0.20461406 0.21931597]
2804,[44.61307163 43.59529804 35.34419104  9.20354051  7.77958318  7.15467559],[4.36223557 4.32374626 3.50139275 0.8844896  0.75355634 0.68953941],[0.99071606 0.35783519 0.3302634  0.35864453 0.24401981 0.25928152]
2805,[39.77182668 37.76172566 21.59731175  6.95645014  4.6658547   2.84108361],[3.82317743 3.73449965 2.12675589 0.67065328 0.44497722 0.26204334],[1.54005254 0.41672935 0.32975283 0.2499173  0.2160825  0.22065022]
2806,[43.35574381 41.39309508 27.81803097  7.37299132  5.12219935  3.58087428],[4.22029527 4.10466179 2.75456843 0.71018029 0.49358351 0.33875151],[1.15279101 0.34647716 0.27234678 0.2711884  0.18636428 0.19335921]
2807,[40.60693945 39.61783145 27.72381135  8.95459446  4.28247607  2.96465469],[3.95059948 3.93217476 2.73495302 0.87355145 0.41174677 0.27931708],[1.10094474 0.29608397 0.37428125 0.21908009 0.16500837 0.1714839 ]
2808,[40.34410778 37.17951497 25.63760343  8.44024015  5.85835238  5.06442539],[3.8904178  3.69602695 2.53532999 0.82500333 0.57241236 0.4925588 ],[1.43992978 0.21924541 0.28430361 0.19020684 0.13422877 0.13883736]
2809,[40.85734568 38.66300551 25.68559039  8.54786376  5.70311885  3.90553574],[3.94587835 3.83090199 2.53106742 0.82721538 0.54823625 0.3682445 ],[1.3985623  0.35398552 0.3749164  0.2757099  0.22075635 0.22309079]
2810,[41.56684027 43.15051105 27.63602923  7.88006718  4.77587734  4.01201349],[4.03599329 4.28124646 2.72641665 0.75767778 0.45659852 0.37865248],[1.20690742 0.33804689 0.37186271 0.30328938 0.20989216 0.22548875]
2811,[40.40607433 40.32264858 28.54032142  8.61456764  4.40585378  3.19162631],[3.89504668 4.00044688 2.82258501 0.83125016 0.42181887 0.29813252],[1.45560727 0.31817972 0.31447127 0.30206603 0.18766503 0.21030113]
2812,[39.29309314 39.60927969 28.86629102  9.67957617  5.95041813  4.71605942],[3.79881235 3.9271499  2.84768522 0.93166841 0.57233957 0.44629773],[1.30496962 0.33778053 0.38943879 0.36289212 0.2270225  0.25308223]
2813,[41.52795877 42.8025129  24.63692137  6.87233416  4.72031558  3.89362643],[4.02459159 4.2483323  2.41854198 0.65711528 0.45101161 0.36744341],[1.28204287 0.31919007 0.4515015  0.30118131 0.21019947 0.21919228]
2814,[42.24835869 44.82541052 23.6332863   7.66549723  5.77747178  3.44514873],[4.10676345 4.44265934 2.32286991 0.7366173  0.5550303  0.32039529],[1.18072428 0.39881719 0.40458732 0.2993242  0.2271689  0.24119584]
2815,[41.98608631 44.74847767 31.43422032  8.36300325  6.08725208  5.27220146],[4.07918102 4.43411823 3.09483652 0.79643881 0.57961506 0.49513393],[1.19427604 0.40729544 0.48585518 0.39861506 0.29110157 0.32086212]
2816,[37.95442851 38.3467179  26.3882577  10.86571825  7.81840168  5.96773368],[3.63284534 3.79618875 2.59983243 1.0537016  0.75762407 0.57085109],[1.62597488 0.38483029 0.38993348 0.32870237 0.24216094 0.25922287]
2817,[40.88772977 44.47234186 26.38877754  6.65863074  5.26755174  4.37250078],[3.96615446 4.41125443 2.59691187 0.6370464  0.50397325 0.4126513 ],[1.22618526 0.35979772 0.41965887 0.28816676 0.22781925 0.24598787]
2818,[40.52492497 41.10417379 27.64883275  8.65213533  6.14515836  5.00617459],[3.89340473 4.0822081  2.73431823 0.84317329 0.60094773 0.48574397],[1.59087757 0.28209302 0.30565061 0.22040246 0.13568103 0.14873491]
2819,[38.12542789 40.06144323 24.64736407  7.89323     4.59165987  3.7748731 ],[3.6840899  3.97721436 2.4286689  0.76175074 0.43949278 0.35592957],[1.28452885 0.28929961 0.36067501 0.2757226  0.19673207 0.2155774 ]
2820,[37.60921579 39.61164248 24.07023325  8.77357405  4.78745808  3.48575486],[3.60568138 3.92809309 2.36659869 0.84699982 0.45800715 0.32714568],[1.55240221 0.33071174 0.4042462  0.30357589 0.20738662 0.214298  ]
2821,[39.39410821 41.04693893 29.16685972  8.67027926  6.116504    4.85837586],[3.79995753 4.07668236 2.88603908 0.83909263 0.5906195  0.46303429],[1.394533   0.28011519 0.30646887 0.27935302 0.21030901 0.22803306]
